id,City,Country,date,Hashtags,tweet,sentiment,sector
27.0,,,10/8/2019 17:30,#تداول ,المعلومه تاريخ اكتتاب ارامكو تاجيل اخر الاقرب شهر تداول,1.0,aramco
28.0,,,10/8/2019 11:13,#تداول ,اسلوب النزول وحسب متابعه السيوله والعرض حاصل ياكد اكتتاب ارامكو صحيح نتظر حتي الاعلان النفي تداول تاسي,0.0,aramco
29.0,,,10/9/2019 15:46,#ارامكو ,اكتتاب شركه ارامكو العملاقه اسال الله التوفيق ارامكو تداول,1.0,aramco
30.0,,,10/7/2019 16:07,#تداول ,القطاع صناعي متداول خسران يبدل سهمه سهم السريع ماعنده خساره يرتاح شوي حتي نعرف الموشرات كامله تداول تاسي,0.0,other
31.0,,,10/11/2019 20:07,#تداول ,الموشر يصح نعلم هدفه تنزيل التصنيف لشركه ارامكو حدث جديد الاسواق تاثر بالحروب حدث سياسي كثر ماتاثر تعثرات ماليه اقتصاديه الاحد الاثنين اتكلم اهداف الموشر وقاع الشراء والتعديل تداول,0.0,aramco
32.0,,,10/7/2019 13:10,#تداول ,سهم شركته تملك مصنع خروج والاحتفاظ بالكاش الدخول بالقطاع الصناعي باستثناء سهم الجزيره ريت وسهم بترو كيم وسهم الصادرات اتمني الاصدقاء الالتزام حتي نحافظ السيوله طبيعه الايراني بالمنطقه والاصرار اكتتاب ارامكو قاعدين يدمرون السوق موت بطي تداول,0.0,aramco
33.0,,,10/5/2019 22:01,#تداول ,سهم اسمنت نجران سهم الجزيره ريت وسهم السريع ضغط مفتعل الاسهم خير تداول,0.0,other
34.0,,,10/13/2019 7:23,#تداول ,الخير نسبه سهم البحري موشر خير الصعود دخول خلك الاسهم الرابحه وخفيفه صناعي وخدمات تداول,1.0,other
35.0,,,10/7/2019 11:47,#تداول ,صعود اسهم سوق نمو جماعي استثناء ذالك اسهم القطاع سيه ماليا صعد الجميع السب خبر القطاع وتبين الاهتمام بالسوق اداريا افضل الاهتمام بالاسهم نفسها السوق العام قانون حقوق اولويه دمر السوق ونحتاج تعديل افضل وجود فرص تداول,1.0,other
36.0,,,10/9/2019 14:57,#ارامكو ,ماتكلمت الابتعاد الاسهم القياديه ارامكو تداول,1.0,aramco
37.0,,,10/7/2019 23:45,#تداول ,الاسهم القياديه اكتتاب ارامكو بيع عشواي بالمزاد لايهمها احترام السوق تداول,0.0,aramco
38.0,,,9/21/2019 13:10,#سوق_الاسهم_السعودي_تاسي ,الموثران الاكبر اعتقادي سوق الاسهم السعودي تاسي رده فعل الملكه العربيه السعوديه المجتمع الدولي الاعتداء حصل منشيتي ارامكو اخبار رسميه طرح شركه ارامكو,0.0,aramco
39.0,,,9/11/2019 10:03,#سوق_الاسهم_السعودي ,اسباب نزول سوق الاسهم السعودي براي ادراج شركه ارامكو وجود معلومات كافيه الادراج اسواق المال عالميا توتر الامور واضحه سنعرف موضوع الادراج شركه ارامكو العملاقه سترفع رايه الملكه عاليا عالميا وقت الادراج باذن الله,0.0,aramco
40.0,,,9/10/2019 8:15,#سوق_الاسهم_السعودي_تاسي ,تصريحات صندوق النقد الدولي ضغطت سوق الاسهم السعودي تاسي السوق متخوف موضوع ادراج ارامكو توفير سيوله لادراج التركيز الشركات القياديه المكرات المنخفضه نمو الارباح الجيد,0.0,aramco
41.0,,,10/13/2019 6:30,#سوق_الاسهم_السعودي_تاسي ,الضروري يتراجع سوق الاسهم السعودي تاسي اعلان طرح شركه ارامكو يرتفع الاقل عامل قوي يدعم الفكره تنفيذه,1.0,aramco
42.0,,,9/25/2019 16:08,#سوق_الاسهم_السعودي ,وضع سوق الاسهم السعودي زال الحذر مطلوب مكر الربحيه مرتفع الشركات الخاسره المستوى قمته تقريبا تاسي نزل قمته الاخيره مكر الربحيه استمر ارباح الشركات تراجعت,1.0,other
43.0,,,9/1/2019 9:56,#بنك_الرياض ,بنك الرياض الانضمام لموشر ام اس سي يجلب سيوله ماليه اجنبيه قويه تحافظ توازن السوق السعودي وزياده فعاليته,0.0,other
44.0,,,9/24/2019 15:34,#تاسي ,بترورابغ امدادات الزيت الخام عادت لمستوياتها الطبيعيه تاسي تداول الاسهم السوق الماليه الاقت,0.0,other
45.0,,,8/30/2019 9:06,#صحيفة_مال ,ول ستريت جورنال طرح ارامكو اولا تداول وطرح دولي لاحق صحيفه مال السعوديه,1.0,aramco
46.0,,,10/7/2019 21:04,#تاسي ,الاجانب يرفعون ملكيتهم شركه الدريس تصدر امانه صداره المبيعات تاسي سوق الاسهم,0.0,other
47.0,,,9/23/2019 14:14,#تاسي ,الاجانب يرفعون ملكيتهم شركه الرياض ريت يتصدر اكسترا صداره المبيعات تاسي سوق,0.0,other
48.0,,,9/8/2019 21:01,#تاسي ,الاجانب يرفعون ملكيتهم شركه اسمنت العربيه تصدر ملاذ صداره المبيعات تاسي سوق ال,0.0,other
49.0,,,9/23/2019 14:14,#تداول ,تعليق تداول سهم ثمار ابتداء الاحد الاعلان القوايم الماليه تاسي صحيفه مال الاقتصاد,0.0,other
50.0,,,8/19/2019 10:33,#تاسي ,صفقه سوق الاسهم تاسي اسهم صفقات خاصه الراجحي السعوديه صحيفه مال,1.0,other
51.0,,,9/23/2019 14:14,#تاسي ,نافع ناصر السريع يختفي قايمه كبار ملاك السريع تاسي اسهم كبار الملاك السعوديه صحيفه مال,0.0,other
52.0,,,10/6/2019 18:26,#تداول ,ارباح سهم المتطوره بيع هدف وباتظار تحقيق باقى الاهداف شراء بيع هدف اسهم النسبه خاص تداول السوق السعودي تداول تاسي تداول,1.0,other
53.0,,,10/2/2019 21:24,#تداول ,ارباح ارباح وتوالى الارباح سهم الاسماك شراء بيع مبروك الى لحق يدخل بالسهم وانتظروا الاسهم الخاص تداول السوق السعودي تداول تاسي تداول,1.0,other
54.0,,,9/24/2019 15:21,#السوق_السعودي_تداول ,مبروك الى فازوا بربح سهم الدريس شراء الاحد بيع مبروك الى ربحوا السهم شاء الله ومزيد الارباح السوق السعودي تداول تاسى,1.0,other
55.0,,,9/24/2019 15:29,#تداول_السعودية ,مبروك لسهم التانى ربح سهم اسمنت تبوك شراء الاحد بيع مبروك الربح الكبير جلستين وانتظروا المزيد الارباح لتوصيات الذهبيه الخاص تداول السعوديه تاسي تداول السوق السعودي تداول,1.0,other
56.0,,,9/29/2019 18:39,#تداول ,مبروك لفايزين توصياتنا سهم الباحه شراء بيع الجلسه مبروك الارباح ومزيد الاسهم الخاص تداول السوق السعودي تاسي تداول,1.0,other
57.0,,,10/4/2019 21:09,#تاسي_تداول ,نزول السوق واسهمنا دايما صعود سهم باتك صعود شراء بيع الله يرزق ملاكه الخير وانتظروا اسهم ارباح الاحد باذن الله تابعونا الخاص تاسي تداول السوق السعودي تداول,1.0,other
58.0,,,10/7/2019 21:02,#توصيات ,نزول موشر السوق واسهمنا دايما صعود مستمر سهم الخدمات الارضيه مبروك الرابحين السهم ومزيد اسهم النسبه خاص السوق السعودي تداول,1.0,other
59.0,,,10/9/2019 15:18,#تداول ,وتوالى الارباح نزول السوق وهى اقتناص الاهداف الذهبيه سهم اليانز لتامين شراء بيع هدف وانتظروا المزيد اسهم النسبه خاص تداول تاسي تداول السوق السعودي تداول,1.0,other
60.0,Riyadh,Kingdom of Saudi Arabia,22/09/2019 21:46,#ايناس_الحنطي_تمثلني ,فيديو تداول ايناس الحنطي ايناس الحنطي تمثلني,1.0,other
61.0,Qassim,Kingdom of Saudi Arabia,10/13/2019 10:15,#تاسي ,السوق مرتفع تاسي,1.0,other
62.0,,,28/09/2019 23:45,#العملات ,افتح حسابك بالشركه السويسريه واستفيد بعرض البونص الايداع سهوله السحب والايداع بنوك محليه داخل السعوديه والكويت يوميه يوميه باعلي نسبه نجاح العملات النفط الذهب الاسهم الفوركس البتكوين اليورصه,1.0,other
63.0,Al Khobar,Kingdom of Saudi Arabia,10/4/2019 16:51,,الاسايمنت عباره بيع شراء زي نظام سوق الاسهم,1.0,other
64.0,,,10/7/2019 12:12,#عربي_وادعم_الشعب_العراقي ,مغردون عرب يتداولون هاشتاق عربي وادعم الشعب العراقي,1.0,other
65.0,,,10/13/2019 14:12,#تاريخ_الفخم ,تاريخ الفخم الخيمياي تاسي تداول محل كاين خلاف فني اقوله ارحب لنقاش ماشالتك الارض شلناك روسنا وين تبي نبداء شارت ترغب ابشر بي مرجع مدرسه فنيه,0.0,other
66.0,,,12/10/2019 11:34,#تاسي_الفخم ,تاسي الفخم الاسواق العالميه منتشيه الامس عطونا ارايكم وتوقعاتكم ليوم الغد بالنسبه التوقع ولو حصل طيب التوقعات رصد وجس نبض لمتداولين ولاتعني تحليل فني توجيه بشيء,0.0,other
67.0,,,10/13/2019 12:41,#تاسي_الفخم ,تاسي الفخم تاسي الفخم اضافه طرحه وشرحه بالتحليل نموذجين تاريخيه لسوق وسبق ذكرهم تصحيح نموذج بيعي بالاحمر انتهى وهناك نموذج تجميعي اكبر ويفترض ينتهي حدث اتجاه عاكس فني نتثبت ونشعركم شاء الله محبتي,0.0,other
68.0,,,10/13/2019 17:18,#تاسي_تداول ,تاسي تداول تدرون وش اجمل الاسواق الماليه دايما مغريه اوجاعها تدرون ليه السب ذاكره المتداول لاسواق ضعيفه والكل زعلان وقيل ماقيل وقتها صعدنا تدبيله لغايه وكل المستفيدين هالعطاء بجمعهم يلعبون كوره ماكملنا فريقين,0.0,other
69.0,,,12/10/2019 14:40,#المؤشر ,تبقى الموشر لحظي ايجابي اعلى واهم واصل الارتداد,1.0,other
70.0,,,10/13/2019 14:54,#اشكرك_مقدماً ,اشكرك مقدما ماتقوم لاخوانك سوال كمتداول اكون محل اختلاف بوجهات النظر الفنيه ولكن,1.0,other
71.0,,,12/10/2019 10:27,#الراجحي_بنك ,الراجحي بنك تاسي الفخم اخر تحديث باذن الله اغلق القاب والباقي شمال بعون الله والوقف بكسر واغلاق,0.0,other
72.0,,,12/10/2019 10:27,#الراجحي_بنك ,الراجحي بنك تاسي الفخم تحديث سبق ذكره نلاحظ اقتراب الراجحي تحقيق السيناريو المرصود ونقول شاء الله بدايه خير,1.0,other
73.0,,,10/13/2019 12:43,#تاسي_الفخم ,تاسي الفخم تاسي الفخم اضافه طرحه وشرحه بالتحليل نموذجين تاريخيه لسوق وسبق ذكرهم تصحيح نموذج بيع,0.0,other
74.0,,,10/13/2019 19:33,#تصبحون_على_ماتحبون ,عشت وتداولت باسواق المال تبيع بقمه ولن تشتري بقاع وتلك بالموجات الريسيه نقطه طمع هلع المضارب والمستثمر واللهامور صانع السوق والصناديق الفرق الجميع يملك الرويه واللهدف والانضباط ينتصر تصبحون ماتحبون,0.0,other
75.0,,,10/13/2019 16:25,#عاجل ,عاجل اداره النادي الاهلي ترفض التعليق الانباء المتداوله مغادره السويسري جروس التوقيع والمصادر توكد وجود خلاف بنود العقد الجانب المالي,0.0,other
76.0,,,12/10/2019 13:00,#اليوم_السابع_UFM ,حلقه جديده برنامج السابع نتداول ابرز قضايا واحداث الاسبوع السعوديه تقديم عبدالرحمن البشري السمع,1.0,other
77.0,,,10/13/2019 10:24,#الاسهم_السعودية ,الاسهم السعوديه فرصه لشراء ام البيع الارتفاعات تابع بيتواصل انجح الخبراء لمعرفه كافه تفاصيل وكيفيه اداره المحافظ بامان المضارب الحين تاسى تداول اسهم سعوديه,1.0,other
78.0,,,10/7/2019 7:50,#توصيات_رابحه ,رابحه المضارب نتايجنا خير دليل مصداقيتنا الى يبي يستفيد عروضتنا وتوصياتنا انجح المحلين والخبراء لفتره تجربه يتواصل معى الخاص غبر تاسي اسهم سعوديه اسهم ارامكو تاسي الفخم,0.0,aramco
79.0,,,10/13/2019 13:01,#المضاربه_الرابحه ,المضاربه الرابحه طرق كثيره لوصول افضل الطرق لاختيار افضل نقاط شراء وبيع الاسهم جرب بالبدايه الحين تداول تاسي تداول,1.0,other
80.0,,,10/8/2019 12:01,#ارامكو ,اللهدف الريسي التخفيض واللهجمات ارامكو الضغط السعوديه لطرح حصه اضافيه شركه ارامكو التخفيضات الايتمانيه لملكه وشركه ارامكو اكبر شركه نفط العالم ومورد الدخل الريسي لسعوديه تداول,1.0,aramco
81.0,,,8/10/2019 9:09,#السلطات_السعودية ,اجلت السعوديه الطرح الاولي ارامكو وكشفت ول ستريت جورنال الامريكيه الشهر السعوديه تدرس مضاعفه الحصه المعروضه لبيع طرح اكتتاب ارامكو تضر بنيتها التحتيه النفطيه جر اء اللهجوم المنشاتين يتابع,1.0,aramco
82.0,,,10/8/2019 9:08,#وزارة_المالية_السعودية ,اعربت وزاره الماليه السعوديه تحفظها الوكالله واعتبرته مستعجلا يتابع التسجيل الرابحه الفتره التجريبيه تاسي السوق السعودي تداول ريتويت,0.0,other
83.0,,,10/7/2019 14:35,#المتطورة ,تصدر سهم المتطوره تراجعات واغلق سهم الابحاث والتسويق اصدقاء متداولين يمديك تسجلهم ليستفيدو الفتره التجريبيه لتوصيات اسهم السعوديه,1.0,other
84.0,,,10/9/2019 7:55,#توصيات ,سارع بالتسجيل ال واحده يربحك الكثير ظروف السوق السيه لفتره تجريبيه اسهم سعوديه السوق السعودي,1.0,other
85.0,,,7/10/2019 6:31,#تداول ,الخير اسعد الله اوقاتكم تداول موفق الفتره التجريبيه بالخاص تاسي السوق السعودي,1.0,other
86.0,,,10/13/2019 6:41,#تداول ,الخير اسعد الله اوقاتكم تداول موفق الفتره التجريبيه بالخاص تاسي السوق السعودي تاسى الفخم,1.0,other
87.0,,,10/10/2019 8:55,#التوصيات ,فتره السوق السعودي تداول تاسي بتحصل الفتره التسجيل اسهم السعوديه,0.0,other
88.0,,,10/10/2019 13:26,#اسهم_السعودية ,وداعا لخساره واهلا بالارباح خسارتك معانا لربح باذن الله وسجل الحين معانا لفتره تجريبيه اسهم السعوديه تاسي تداول تاسي تداول اسهم,1.0,other
89.0,Makkah Al Mukarrama,Kingdom of Saudi Arabia,10/7/2019 13:44,,المرسوم الملكي المتضمن تعديلات خاصه بنظام السوق الماليه,1.0,other
90.0,Jeddah,Kingdom of Saudi Arabia,10/5/2019 22:03,,رسالتي لابو الوليد الامر حافظ النجوم وابناء النادي الصعب تجد لاعب بنصف الصليهم السوق السعودي,0.0,other
91.0,,,10/13/2019 9:59,#تداول ,تداول الراجحي اسوا المنصات يجب الجميع تحويل روس امواللهم لمحافظ بنوك لضمان حسن الجوده المقدمه تاسي تاسي تداول,0.0,other
92.0,,,10/13/2019 9:57,#تاسي ,صانع السوق يتفن السوق مستفز ولشيء تاسي تداول الاسهم السعوديه,0.0,other
93.0,,,10/12/2019 0:05,#اكتتاب_ارامكو ,اكتتاب ارامكو مكتبين مكتبين الله يعوق بشر تاسي بالتوفيق,1.0,aramco
94.0,,,10/12/2019 0:02,#تاسي ,تاسي تحول متداول مستثمر بغمضه لمجرد خسران توقف خساره اكتتاب ارامكو,0.0,aramco
95.0,,,10/12/2019 0:14,#صانع_السوق ,صانع السوق يتصيد الصغار تاسي الاسواق اكتتاب ارامكو,0.0,aramco
96.0,,,10/8/2019 22:08,#من_خبرة ,خبره السوق قي القمه حساس لاي خبر سلبي فيبالغ بالنزول بالمقابل يحتاج اخبار قويه ليستمر بالصعود القاع حساس لاخبار الايجابيه ولديه استعداد لمبالغه الارتداد بالمقابل يحتاج لاخبار سلبيه لاستمرار بالنزول الاسواق تاسي,0.0,other
97.0,,,10/11/2019 23:10,#السياسة ,اعتقد المتداول بحاجه ملم بالاتي السياسه الاقتصاد التحليل الفني بسيكولوجيه التداول تحليل مالي,0.0,other
98.0,,,10/9/2019 3:11,#السوق_السعودي ,العناصر المساعده لفقاعه السوق السعودي وجود عمق كافي لسوق التوسع تعميق السوق مشكله حقيقيه لمتداول خصوصا غياب صانع السوق المشكله اكبر ادراج ارامكو تاسي ستحتاج سيوله لتحرك السهم,0.0,aramco
99.0,,,10/12/2019 0:24,#اكتتاب_ارامكو ,اهم التواريخ اكتتاب ارامكو نو مبر بدايه الاكتتاب نهايه نو مبر بدايه تداول سهم ارامكو السوق,1.0,aramco
100.0,,,10/13/2019 12:52,#تاسي ,يطلق شركات الزومبي ارى يتم اخراج جمعيات الشركات تاسي ضمنها خفضت ورفعت راس المال لمصلحه السوق ونحتاج موشر يتم اخراج الشركات الضعيفه والمتقاربه القيمه السوقيه موشر خاص وليكن زومبي تاسي,0.0,other
101.0,,,10/13/2019 13:06,#تاسي ,وضع المستثمر الشركات تخفض وترفع راس المال تاسي تدل دربها خلوها,0.0,other
102.0,,,8/16/2019 20:18,#النفط ,السلام اسواق النفط تقف مناطق دعوم قويه برنت الارتداد مهم والاخبار العالميه تاثير بالذات امريكا والصين وكلاهما يرغب هبوط الاسعار التذبذب وارد وارتفاع الطلب المفاجي يقفز بالاسعار كسر سلبي انزلاق التماسك الاهداف بالشارت,0.0,other
103.0,,,10/13/2019 12:57,#جدة ,متداول المنتزهات الشهيره جده خاليه الزباين فرض ضريبه مطاعم التبغ,0.0,other
104.0,,,1/10/2019 10:55,#السعودية_للسعوديين ,السعوديه لسعودين اكتتاب ارامكو جاني اتصال الرد يخبرني عمل تخفيضات لاسهم ارامكو لنصف السعر والعرض خاص بالموظفين الحكومين الخبر صحيح احتيال ونصب,1.0,aramco
105.0,,,10/12/2019 16:25,#الغذاء_والدواء ,الغذاء والدواء صحه تداوله اغلاق مصانع الادويه الملكه,0.0,other
106.0,,,10/13/2019 15:18,#المواصفات_والمقاييس ,المواصفات والمقايس تحذ كلور متداول بالسوق ويستخدم كمبي لملابس الملكه,0.0,other
107.0,,,10/9/2019 20:10,#الرياض ,تداول فيديو العثور جمعيه خيريه متخصه رعايه الايتام تعلن تسلمها رسميه التنميه الاجتماعيه طفله رضيعه وجدها مواطن منزله الرياض,0.0,other
108.0,,,10/10/2019 6:46,#أرامكو ,تداول نموذج اكتتاب لافراد ارامكو تنفي وتوكد نرد الشايعات عكاظ اكتتاب ارامكو,1.0,aramco
109.0,,,10/1/2019 7:30,#تداول ,تحرك تداول بمدى واختم الشهر مرتفعا يبدا السوق ترقب نتايج لشركات حق السوق الربع الثالث,1.0,other
110.0,,,9/30/2019 20:14,#تداول ,تحرك تداول بمدى واختم الشهر مرتفعا يبدا السوق ترقب نتايج لشركات حق السوق الربع الثالث ارباح حق السوق الربع ارباح الصعب تحقيق نمو الماثل مهم نشهد تحسن,1.0,other
111.0,,,10/10/2019 18:38,#لقاءات_ثمين ,لقاءات ثمين لحضور القاء مقر هيه السوق الماليه الاربعاء المقاعد محدوده,0.0,other
112.0,,,18/09/2019 10:08,#ثمين ,تعرف انواع الرخص الصادره هيه السوق الماليه وخصايص نوع ثمين,0.0,other
113.0,,,9/12/2019 7:03,#الخضري ,اعلان الحاقي شركه الخضري بخصوص سحب ملف زياده راس المال هيه السوق الماليه,0.0,other
114.0,,,29/08/2019 6:05,#تداول ,خسران تداول نحنا بنعوض الخساره الاشتراك شركه المضارب بتحصل الرابحه التسجيل تاسي الاسهم السعوديه,1.0,other
115.0,,,27/08/2019 20:09,#تاسي ,وسيتم اضافاتك تلقايا قروب معلومه تاسي,0.0,other
116.0,,,10/9/2019 14:35,#اسمنت_القصيم ,اسمنت القصيم التسجيل الرابحه الفتره التجريبيه لتوصيات وماراح تخسر شى التجربه تاسي السوق السعودي تداول عقار اسمنت الشماليه درايه ريت,0.0,other
117.0,,,10/10/2019 14:46,#السوق_السعودى ,السوق السعودى التسجيل الرابحه الفتره التجريبيه لتوصيات وماراح تخسر شى التجربه تاسي السوق السعودي تداول اسمنت الشماليه اسمنت القصيم باتك ساب الراجحى دار الاركان,0.0,other
118.0,,,10/13/2019 10:06,#المؤشر_العام ,افتح الموشر العام ارتفاع نقطه وبدءت تظهرالقوه البيعيه هبط نقطه نتوقع يرتد السوق الارتفاع بدافع الاسهم القياديه مازالنا نري قرب المناطق الحاليه ضعف لقوه البيعيه تاسى تداول السوق السعودى,1.0,other
119.0,,,8/10/2019 11:35,#التوصيات_الرابحة ,التسجيل الرابحه الفتره التجريبيه لتوصيات انضم لقروب التلقرام الخاص بالمتداولين بسوق الاسهم السعودى ماراح تخسر شى التجربه تاسي السوق السعودي تداول,0.0,other
120.0,,,10/13/2019 8:52,#البحري ,السوق السعودي سهم البحري يسجل اعلى سعر اسبوعا تبي رابحه لتعويض خسايرك ارسلى ورقم جوالك بالخاص لفتره تجريبيه تاسي اسهم سعوديه تداول,1.0,other
121.0,,,10/13/2019 8:50,#لوجستيات_السعودية ,النقل الدكتور نبيل محمد العامودي اطلاق مبادره لوجستيات السعوديه تعتبر مظله لمجموعه المناطق والمنصات الوجستيه الملكه اكبرها منطقه الخمره الوجستيه محافظه جده تاسى تداول,0.0,other
122.0,,,9/10/2019 7:16,#السعودي_الفرنسي_كابيتال ,شركه السعودي الفرنسي كابيتال توزيع ارباح نقديه مالكي وحدات صندوق تعليم ريت يعادل لوحده الربع الثالث الفتره تداول تاسى,1.0,other
123.0,,,10/13/2019 12:47,#مؤشر_السوق_السعودي ,انهى موشر السوق السعودي جلسه الاحد تراجع مغلق ا مواصل ا هبوطه لخامس جلسه التوالي مسجل ا ادنى اغلاق وسط تداولات قليله مقارنه بالجلسات الماضيه بلغت قيمتها تاسى تداول,0.0,other
124.0,,,10/9/2019 14:15,#السوق_السعودي ,انهى موشر السوق السعودي جلسه الاربعاء تراجع وسط تداولات بلغت قيمتها الاجماليه الفتره التجريبيه لتوصيات وماراح تخسر شى التجربه تاسي,0.0,other
125.0,,,10/13/2019 14:18,#تاسى ,رابحه الى يبي يستفيد عروضتنا وتوصياتنا انجح المحلين والخبراء لفتره تجربه يتواصل معى الخاص يسجل تاسى تداول وماراح تخسر شى التجربه,1.0,other
